keyword,log-likelihood,score
bóg,189.96537160557182,12.589390107947903
Jezus,173.59686864303455,6.362672322375398
Biblia,164.62207487345458,1.2779726459471954
życie,161.31715918754713,9.829513010849173
zbór,154.21134544391938,0.829322674497648
alkohol,133.18575314418865,1.3595453680289311
Chrystus,112.45840623770972,1.7402180710770319
czytać,96.02388764538885,1.6450498953150066
chrzest,86.28217198525047,0.6797726840144656
społeczność,85.47511997004301,0.4758408788101259
pastor,77.08497826090286,0.4622454251298366
kościół,73.50599993606374,2.583136199254969
nabożeństwo,72.88464228607262,0.7613454060962015
papieros,67.40224483406618,0.5166272398509939
ośrodek,64.50741135565399,0.652581776653887
więzienie,57.31041400137453,0.38067270304810075
przyjąć,56.78415124614952,1.0876362944231448
pić,54.68640601661642,0.6253908692933083
zbawienie,54.13623859787025,0.5302226935312832
słowo,52.7294309754474,2.841449819180466
chrześcijański,52.08935460201916,0.5030317861707045
zbawić,50.759641748389726,0.43505451776925796
testament,49.896590030270474,0.3398863420072328
wieczny,48.52632632729866,0.42145906408896866
człowiek,46.480674702224576,4.133017918807951
Basia,43.88905847310356,0.40786361040867936
uczęszczać,43.141085992625236,0.3398863420072328
pustka,42.394413140769075,0.5030317861707045
pieśń,39.598606503645236,0.38067270304810075
wodny,38.54248913045143,0.2311227125649183
dom,38.38738427367596,2.487968023492944
pismo,37.20545937133016,0.5846045082524404
wieczność,35.323231111290035,0.25831361992549695
narkotyk,33.65002912879554,0.4622454251298366
zbawiciel,33.305380185304855,0.44864997144954727
żyć,32.721982703942004,1.7266226173967425
religia,31.458063918423182,0.3534817956875221
boży,30.17765328541435,2.2432498572477364
grzesznik,29.259372315402366,0.2719090736057862
serce,28.668692969259567,2.8686407265410447
swój,28.426741743919962,2.2432498572477364
Wojtek,28.317807777614288,0.17674089784376104
werset,28.317807777614288,0.17674089784376104
wołać,27.34320300830821,0.31269543464665417
duch,27.270079647146062,1.4547135437909564
palić,27.083989782599208,0.28550452728607556
śpiewać,23.72906414465009,0.39426815672839
syn,23.714526134190038,1.1284226554640127
kolega,23.60555348083748,0.5981999619327296
przyjść,23.604834396138706,0.9788726649808304
prawda,23.55135780171605,0.9924681186611198
palenie,23.15312527843296,0.20393180520433968
picie,23.15312527843296,0.20393180520433968
wyrok,23.15312527843296,0.20393180520433968
bracia,22.91824127006817,0.3262908883269435
katolicki,22.56915950168205,0.5710090545721511
Ewangelia,22.39786878623729,0.44864997144954727
mówić,21.317178937472207,2.2024634962068688
głosić,21.16704169865025,0.31269543464665417
narodzić,20.922573344607315,0.2311227125649183
żywy,19.742648853034286,0.5574136008918618
Ewa,19.593477090635492,0.1495499904831824
Sławek,19.593477090635492,0.1495499904831824
smutek,19.47359014881589,0.42145906408896866
zmienić,19.130541942369618,1.0876362944231448
miał,19.103667456779945,1.9305544226010822
uczynić,19.08237957007216,0.43505451776925796
znać,18.829123885300618,0.829322674497648
wina,18.568913246873443,0.42145906408896866
ukończyć,18.27718124105217,0.1223590831226038
2004,18.27718124105217,0.1223590831226038
wypełnić,17.33409604878616,0.2719090736057862
kroczyć,17.256434397050093,0.1359545368028931
ewangelia,17.256434397050093,0.1359545368028931
umrzeć,16.870291428462597,0.42145906408896866
stara,16.79958213148674,0.19033635152405037
grzech,16.724166486062792,1.4139271827500883
posłać,16.65730418396008,0.16314544416347174
oddać,16.427704722447764,0.7749408597764907
chrześcijanin,16.121091816872323,0.2719090736057862
upijać,15.813890732716454,0.10876362944231449
karny,15.813890732716454,0.10876362944231449
towarzystwo,15.669915341566341,0.25831361992549695
nowa,15.60976616510402,1.1148272017837235
Pan,15.435084527273602,3.140549800146831
służba,15.431247527468244,0.31269543464665417
zgromadzenie,15.410144131815702,0.20393180520433968
uwolnić,15.238095241644299,0.4758408788101259
wyznać,14.992234440321557,0.2719090736057862
gitara,14.952866271578879,0.1223590831226038
diabeł,14.849297679104248,0.17674089784376104
witać,14.629686157701183,0.1359545368028931
kraść,14.629686157701183,0.1359545368028931
ochrzczony,14.56860141822881,0.1495499904831824
podobać,14.379981509980189,0.21752725888462898
krew,14.092767250576685,0.3262908883269435
rodzina,14.078226315920816,1.8897680615602142
impreza,14.048536267616853,0.2447181662452076
realny,13.980362382999935,0.20393180520433968
uzależniony,13.969747757552838,0.2990999809663648
moc,13.715636598955111,0.5030317861707045
alkoholik,13.60313706196152,0.19033635152405037
16,13.578249754463528,0.31269543464665417
wyjechać,13.462562640788445,0.28550452728607556
przebaczyć,13.462562640788445,0.28550452728607556
2002,13.378573626797932,0.09516817576202519
pokutować,13.378573626797932,0.09516817576202519
odejście,13.378573626797932,0.09516817576202519
śmierć,13.181565545656888,0.6797726840144656
awantura,12.947699653089007,0.16314544416347174
zmiana,12.78493427182795,0.5981999619327296
prowadzenie,12.696383024974152,0.1495499904831824
wewnątrz,12.696383024974152,0.1495499904831824
mówiący,12.689910437097431,0.10876362944231449
żywot,12.689910437097431,0.10876362944231449
trzeźwy,12.689910437097431,0.10876362944231449
lider,12.689910437097431,0.10876362944231449
zamieszkać,12.550403083818924,0.28550452728607556
przeklinać,12.528535829394524,0.1359545368028931
okultyzm,12.492978137970056,0.1223590831226038
amen,11.848168439126264,0.17674089784376104
osobiście,11.524581755700952,0.25831361992549695
kolano,11.51976077203678,0.20393180520433968
pamiętać,11.480833523341587,1.0196590260216982
uwierzyć,11.363838598139278,0.5846045082524404
pewność,11.315634062422053,0.42145906408896866
szkoła,11.102655409515357,0.7205590450553334
używać,11.101793395101618,0.1495499904831824
ciocia,11.101793395101618,0.1495499904831824
odpowiedzieć,11.021548074193479,0.38067270304810075
najmłodsi,10.979295499873082,0.08157272208173587
Robert,10.979295499873082,0.08157272208173587
kac,10.979295499873082,0.08157272208173587
wojsko,10.979295499873082,0.08157272208173587
darmo,10.979295499873082,0.08157272208173587
dziewczę,10.979295499873082,0.08157272208173587
piekło,10.950096131911288,0.21752725888462898
wspaniały,10.908614852882422,0.5846045082524404
zabierać,10.789749710907504,0.1359545368028931
zacząć,10.679779257797335,4.119422465127661
sprawiedliwość,10.54582604580274,0.1223590831226038
dziedzina,10.477275073833301,0.09516817576202519
kłamać,10.41209175515323,0.10876362944231449
zginąć,10.41209175515323,0.10876362944231449
kar,10.41209175515323,0.10876362944231449
r,10.369479574409748,0.2719090736057862
ciągnąć,10.151923931272327,0.16314544416347174
któryś,9.991423756594902,0.21752725888462898
kazanie,9.991423756594902,0.21752725888462898
poznawać,9.588700703870973,0.44864997144954727
uciekać,9.476194983712999,0.17674089784376104
szczerze,9.41648615242363,0.28550452728607556
brat,9.351585414878283,0.6389863229735977
pragnąć,9.309538187739197,0.7341544987356228
zwrócić,9.120428076126878,0.31269543464665417
książka,9.08950252688157,0.4758408788101259
czytanie,8.995340664192941,0.16314544416347174
postępowanie,8.995340664192941,0.16314544416347174
maić,8.918718782980072,0.3398863420072328
ciepło,8.814057638248286,0.2311227125649183
nowy,8.732030844108586,0.5438181472115724
czynić,8.699641460926813,0.39426815672839
chwała,8.666425769213845,0.5030317861707045
cudowny,8.635852576706675,0.4622454251298366
miła,8.631799768726003,0.10876362944231449
rozdział,8.631799768726003,0.10876362944231449
Australia,8.628217198525046,0.06797726840144655
wpajać,8.628217198525046,0.06797726840144655
kara,8.628217198525046,0.06797726840144655
nawiązać,8.628217198525046,0.06797726840144655
klub,8.628217198525046,0.06797726840144655
1989,8.628217198525046,0.06797726840144655
